admin_level,id,name,Number of open links,Bigraph built in,Bigraph loaded in,Number of nodes,Number of edges,Number of boundaries,Number of streets,Number of buildings,Number of junctions,Added agent in,leave_building,move_across_linked_streets,enter_building starting in street,enter_building_from_street,leave_street,enter_building_from_boundary,enter_building starting in boundary,enter_street,Maximum resident set size (kbytes),Number of outer names
5,10264792,Hong Kong Island,,,0.093543,21676,10647,5,1621,6555,5314,,,,,,,,,,66640,6
8,71033,Strasbourg,,,0.064339,15819,7327,16,2641,1141,8223,,,,,,,,,,56200,77
2,536780,Singapore,,,0.863139,212140,104497,13,11917,70981,46318,,,,,,,,,,430880,4
4,162069,District of Columbia,,,1.147274,267244,132694,10,4160,118037,22830,,,,,,,,,,551128,262
4,62422,Berlin,,,1.158932,277289,135449,115,15213,96373,53887,,,,,,,,,,562752,208
8,51781,City of Westminster,,,0.233123,57179,28460,2,1809,23816,5925,,,,,,,,,,132772,183
8,295353,South Cambridgeshire,,,0.296134,75961,37326,105,4663,27711,11003,,,,,,,,,,165888,178
6,1906767,Glasgow City,,,0.286240,70524,34790,1,7427,15678,24312,,,,,,,,,,156116,194
9,55734,Steglitz-Zehlendorf,,,0.311185,74559,36943,12,1829,32366,6145,,,,,,,,,,165380,102
8,118362,Leeds,,,0.629476,161213,79732,39,13715,47115,39475,,,,,,,,,,330864,132
6,51800,City of London,,,0.016609,4193,2089,2,431,1077,1173,,,,,,,,,,36480,93
8,172987,Liverpool,,,0.197796,50577,24816,1,6879,7769,21279,,,,,,,,,,118356,122
8,8450265,London Borough of Southwark,,,0.179088,42145,21031,1,2038,16062,5943,,,,,,,,,,104756,193
8,2305280,Oceanside,,,0.310903,78005,38904,1,2709,32250,8085,,,,,,,,,,172564,86
6,1920901,City of Edinburgh,,,0.193567,48146,23286,31,6138,9268,17272,,,,,,,,,,113840,57
8,111848,Chula Vista,,,0.310639,77630,38686,1,3186,30541,10174,,,,,,,,,,172396,129
9,30353,Wandsbek,,,0.594539,149385,74302,20,2582,68076,8029,,,,,,,,,,312556,113
8,295355,Cambridge,,,0.250746,62838,31355,1,1612,27868,3876,,,,,,,,,,143692,73
8,7444,Paris,,,0.215439,56622,24667,101,9071,4752,28774,,,,,,,,,,127096,324
8,51805,London Borough of Tower Hamlets,,,0.129689,32888,16367,1,1885,12013,5090,,,,,,,,,,86412,92
6,62428,Munich,,,0.651533,164233,78594,142,10378,54375,34443,,,,,,,,,,335684,140
10,2604777,Dover,,,0.008655,2184,1069,1,391,158,1084,,,,,,,,,,33516,25
8,1544956,Mountain View,,,0.078195,20224,10077,1,1027,7350,3468,,,,,,,,,,64148,108
10,271110,Amsterdam,,,0.155364,41306,20189,1,5082,4476,22188,,,,,,,,,,100344,152
8,295349,Fenland,,,0.049844,13480,6530,17,2283,1688,5504,,,,,,,,,,51900,64
6,180837,Cambridgeshire,,,0.840114,210768,103274,242,16190,69754,38396,,,,,,,,,,431564,225
8,295351,Huntingdonshire,,,0.149669,37597,18234,82,4899,7931,11773,,,,,,,,,,94684,102
8,2305279,Carlsbad,,,0.248527,60972,30425,1,2407,24657,6842,,,,,,,,,,139528,63
8,146656,Manchester,,,0.395932,96802,48052,2,7140,30599,21320,,,,,,,,,,207684,235
8,295352,East Cambridgeshire,,,0.077097,19619,9566,36,2383,4556,5669,,,,,,,,,,62288,85
5,10264792,Hong Kong Island,,,0.083281,21676,10647,5,1621,6555,5314,,,,,,,,,,66580,6
8,71033,Strasbourg,,,0.061885,15819,7327,16,2641,1141,8223,,,,,,,,,,56300,77
2,536780,Singapore,,,1.174002,212140,104497,13,11917,70981,46318,,,,,,,,,,430944,4
4,162069,District of Columbia,,,1.277525,267244,132694,10,4160,118037,22830,,,,,,,,,,551156,262
4,62422,Berlin,,,1.254462,277289,135449,115,15213,96373,53887,,,,,,,,,,562816,208
8,51781,City of Westminster,,,0.258568,57179,28460,2,1809,23816,5925,,,,,,,,,,132568,183
8,295353,South Cambridgeshire,,,0.324279,75961,37326,105,4663,27711,11003,,,,,,,,,,166156,178
6,1906767,Glasgow City,,,0.282568,70524,34790,1,7427,15678,24312,,,,,,,,,,155996,194
9,55734,Steglitz-Zehlendorf,,,0.300118,74559,36943,12,1829,32366,6145,,,,,,,,,,165552,102
8,118362,Leeds,,,0.671133,161213,79732,39,13715,47115,39475,,,,,,,,,,330716,132
6,51800,City of London,,,0.020979,4193,2089,2,431,1077,1173,,,,,,,,,,36588,93
8,172987,Liverpool,,,0.202079,50577,24816,1,6879,7769,21279,,,,,,,,,,118396,122
8,8450265,London Borough of Southwark,,,0.175998,42145,21031,1,2038,16062,5943,,,,,,,,,,104776,193
8,2305280,Oceanside,,,0.361170,78005,38904,1,2709,32250,8085,,,,,,,,,,172596,86
6,1920901,City of Edinburgh,,,0.210255,48146,23286,31,6138,9268,17272,,,,,,,,,,113820,57
8,111848,Chula Vista,,,0.343899,77630,38686,1,3186,30541,10174,,,,,,,,,,172396,129
9,30353,Wandsbek,,,0.666576,149385,74302,20,2582,68076,8029,,,,,,,,,,312704,113
8,295355,Cambridge,,,0.259030,62838,31355,1,1612,27868,3876,,,,,,,,,,143696,73
8,7444,Paris,,,0.226165,56622,24667,101,9071,4752,28774,,,,,,,,,,126944,324
8,51805,London Borough of Tower Hamlets,,,0.155446,32888,16367,1,1885,12013,5090,,,,,,,,,,86524,92
6,62428,Munich,,,0.689463,164233,78594,142,10378,54375,34443,,,,,,,,,,335804,140
10,2604777,Dover,,,0.010970,2184,1069,1,391,158,1084,,,,,,,,,,33488,25
8,1544956,Mountain View,,,0.084555,20224,10077,1,1027,7350,3468,,,,,,,,,,64192,108
10,271110,Amsterdam,,,0.174023,41306,20189,1,5082,4476,22188,,,,,,,,,,100468,152
8,295349,Fenland,,,0.052093,13480,6530,17,2283,1688,5504,,,,,,,,,,52136,64
6,180837,Cambridgeshire,,,0.879856,210768,103274,242,16190,69754,38396,,,,,,,,,,431692,225
8,295351,Huntingdonshire,,,0.153375,37597,18234,82,4899,7931,11773,,,,,,,,,,94788,102
8,2305279,Carlsbad,,,0.254420,60972,30425,1,2407,24657,6842,,,,,,,,,,139812,63
8,146656,Manchester,,,0.400562,96802,48052,2,7140,30599,21320,,,,,,,,,,207620,235
8,295352,East Cambridgeshire,,,0.078408,19619,9566,36,2383,4556,5669,,,,,,,,,,62328,85
5,10264792,Hong Kong Island,,,0.089734,21676,10647,5,1621,6555,5314,,,,,,,,,,66628,6
8,71033,Strasbourg,,,0.065515,15819,7327,16,2641,1141,8223,,,,,,,,,,56140,77
2,536780,Singapore,,,0.909860,212140,104497,13,11917,70981,46318,,,,,,,,,,431188,4
4,162069,District of Columbia,,,1.163064,267244,132694,10,4160,118037,22830,,,,,,,,,,551304,262
4,62422,Berlin,,,1.151712,277289,135449,115,15213,96373,53887,,,,,,,,,,562796,208
8,51781,City of Westminster,,,0.225396,57179,28460,2,1809,23816,5925,,,,,,,,,,132448,183
8,295353,South Cambridgeshire,,,0.295998,75961,37326,105,4663,27711,11003,,,,,,,,,,165684,178
6,1906767,Glasgow City,,,0.274471,70524,34790,1,7427,15678,24312,,,,,,,,,,156076,194
9,55734,Steglitz-Zehlendorf,,,0.292244,74559,36943,12,1829,32366,6145,,,,,,,,,,165208,102
8,118362,Leeds,,,0.665082,161213,79732,39,13715,47115,39475,,,,,,,,,,330896,132
6,51800,City of London,,,0.018783,4193,2089,2,431,1077,1173,,,,,,,,,,36652,93
8,172987,Liverpool,,,0.196677,50577,24816,1,6879,7769,21279,,,,,,,,,,118240,122
8,8450265,London Borough of Southwark,,,0.170506,42145,21031,1,2038,16062,5943,,,,,,,,,,104612,193
8,2305280,Oceanside,,,0.318161,78005,38904,1,2709,32250,8085,,,,,,,,,,172524,86
6,1920901,City of Edinburgh,,,0.201756,48146,23286,31,6138,9268,17272,,,,,,,,,,113884,57
8,111848,Chula Vista,,,0.303410,77630,38686,1,3186,30541,10174,,,,,,,,,,172436,129
9,30353,Wandsbek,,,0.609506,149385,74302,20,2582,68076,8029,,,,,,,,,,312768,113
8,295355,Cambridge,,,0.247270,62838,31355,1,1612,27868,3876,,,,,,,,,,144160,73
8,7444,Paris,,,0.220325,56622,24667,101,9071,4752,28774,,,,,,,,,,127000,324
8,51805,London Borough of Tower Hamlets,,,0.131806,32888,16367,1,1885,12013,5090,,,,,,,,,,86468,92
6,62428,Munich,,,0.655884,164233,78594,142,10378,54375,34443,,,,,,,,,,335860,140
10,2604777,Dover,,,0.008934,2184,1069,1,391,158,1084,,,,,,,,,,33532,25
8,1544956,Mountain View,,,0.078311,20224,10077,1,1027,7350,3468,,,,,,,,,,64004,108
10,271110,Amsterdam,,,0.163380,41306,20189,1,5082,4476,22188,,,,,,,,,,100348,152
8,295349,Fenland,,,0.051530,13480,6530,17,2283,1688,5504,,,,,,,,,,52100,64
6,180837,Cambridgeshire,,,0.868989,210768,103274,242,16190,69754,38396,,,,,,,,,,431680,225
8,295351,Huntingdonshire,,,0.148890,37597,18234,82,4899,7931,11773,,,,,,,,,,94932,102
8,2305279,Carlsbad,,,0.238149,60972,30425,1,2407,24657,6842,,,,,,,,,,139616,63
8,146656,Manchester,,,0.380418,96802,48052,2,7140,30599,21320,,,,,,,,,,207652,235
8,295352,East Cambridgeshire,,,0.074012,19619,9566,36,2383,4556,5669,,,,,,,,,,62416,85
5,10264792,Hong Kong Island,,,0.093179,21676,10647,5,1621,6555,5314,,,,,,,,,,66672,6
8,71033,Strasbourg,,,0.062956,15819,7327,16,2641,1141,8223,,,,,,,,,,56096,77
2,536780,Singapore,,,0.863034,212140,104497,13,11917,70981,46318,,,,,,,,,,431056,4
4,162069,District of Columbia,,,1.114307,267244,132694,10,4160,118037,22830,,,,,,,,,,551300,262
4,62422,Berlin,,,1.133904,277289,135449,115,15213,96373,53887,,,,,,,,,,562772,208
8,51781,City of Westminster,,,0.221094,57179,28460,2,1809,23816,5925,,,,,,,,,,132736,183
8,295353,South Cambridgeshire,,,0.298410,75961,37326,105,4663,27711,11003,,,,,,,,,,165812,178
6,1906767,Glasgow City,,,0.277283,70524,34790,1,7427,15678,24312,,,,,,,,,,156268,194
9,55734,Steglitz-Zehlendorf,,,0.290041,74559,36943,12,1829,32366,6145,,,,,,,,,,165352,102
8,118362,Leeds,,,0.629811,161213,79732,39,13715,47115,39475,,,,,,,,,,330688,132
6,51800,City of London,,,0.016088,4193,2089,2,431,1077,1173,,,,,,,,,,36500,93
8,172987,Liverpool,,,0.202396,50577,24816,1,6879,7769,21279,,,,,,,,,,118176,122
8,8450265,London Borough of Southwark,,,0.169268,42145,21031,1,2038,16062,5943,,,,,,,,,,104728,193
8,2305280,Oceanside,,,0.304179,78005,38904,1,2709,32250,8085,,,,,,,,,,172704,86
6,1920901,City of Edinburgh,,,0.187868,48146,23286,31,6138,9268,17272,,,,,,,,,,113816,57
8,111848,Chula Vista,,,0.329788,77630,38686,1,3186,30541,10174,,,,,,,,,,172176,129
9,30353,Wandsbek,,,0.660986,149385,74302,20,2582,68076,8029,,,,,,,,,,312668,113
8,295355,Cambridge,,,0.258469,62838,31355,1,1612,27868,3876,,,,,,,,,,143828,73
8,7444,Paris,,,0.227124,56622,24667,101,9071,4752,28774,,,,,,,,,,127036,324
8,51805,London Borough of Tower Hamlets,,,0.131636,32888,16367,1,1885,12013,5090,,,,,,,,,,86584,92
6,62428,Munich,,,0.700074,164233,78594,142,10378,54375,34443,,,,,,,,,,335708,140
10,2604777,Dover,,,0.008757,2184,1069,1,391,158,1084,,,,,,,,,,33432,25
8,1544956,Mountain View,,,0.086900,20224,10077,1,1027,7350,3468,,,,,,,,,,63984,108
10,271110,Amsterdam,,,0.176207,41306,20189,1,5082,4476,22188,,,,,,,,,,100400,152
8,295349,Fenland,,,0.054873,13480,6530,17,2283,1688,5504,,,,,,,,,,52212,64
6,180837,Cambridgeshire,,,0.883316,210768,103274,242,16190,69754,38396,,,,,,,,,,431576,225
8,295351,Huntingdonshire,,,0.162179,37597,18234,82,4899,7931,11773,,,,,,,,,,95012,102
8,2305279,Carlsbad,,,0.241930,60972,30425,1,2407,24657,6842,,,,,,,,,,139724,63
8,146656,Manchester,,,0.400064,96802,48052,2,7140,30599,21320,,,,,,,,,,207772,235
8,295352,East Cambridgeshire,,,0.075802,19619,9566,36,2383,4556,5669,,,,,,,,,,62280,85
5,10264792,Hong Kong Island,,,0.083669,21676,10647,5,1621,6555,5314,,,,,,,,,,66740,6
8,71033,Strasbourg,,,0.066604,15819,7327,16,2641,1141,8223,,,,,,,,,,56136,77
2,536780,Singapore,,,0.917611,212140,104497,13,11917,70981,46318,,,,,,,,,,430992,4
4,162069,District of Columbia,,,1.126450,267244,132694,10,4160,118037,22830,,,,,,,,,,551220,262
4,62422,Berlin,,,1.124622,277289,135449,115,15213,96373,53887,,,,,,,,,,562836,208
8,51781,City of Westminster,,,0.233851,57179,28460,2,1809,23816,5925,,,,,,,,,,132728,183
8,295353,South Cambridgeshire,,,0.322458,75961,37326,105,4663,27711,11003,,,,,,,,,,165928,178
6,1906767,Glasgow City,,,0.308140,70524,34790,1,7427,15678,24312,,,,,,,,,,156136,194
9,55734,Steglitz-Zehlendorf,,,0.336258,74559,36943,12,1829,32366,6145,,,,,,,,,,167480,102
8,118362,Leeds,,,0.756245,161213,79732,39,13715,47115,39475,,,,,,,,,,330848,132
6,51800,City of London,,,0.021580,4193,2089,2,431,1077,1173,,,,,,,,,,36572,93
8,172987,Liverpool,,,0.205459,50577,24816,1,6879,7769,21279,,,,,,,,,,118336,122
8,8450265,London Borough of Southwark,,,0.171838,42145,21031,1,2038,16062,5943,,,,,,,,,,104772,193
8,2305280,Oceanside,,,0.314483,78005,38904,1,2709,32250,8085,,,,,,,,,,172540,86
6,1920901,City of Edinburgh,,,0.192456,48146,23286,31,6138,9268,17272,,,,,,,,,,113848,57
8,111848,Chula Vista,,,0.310568,77630,38686,1,3186,30541,10174,,,,,,,,,,172376,129
9,30353,Wandsbek,,,0.618035,149385,74302,20,2582,68076,8029,,,,,,,,,,312512,113
8,295355,Cambridge,,,0.248663,62838,31355,1,1612,27868,3876,,,,,,,,,,143904,73
8,7444,Paris,,,0.222239,56622,24667,101,9071,4752,28774,,,,,,,,,,126996,324
8,51805,London Borough of Tower Hamlets,,,0.137687,32888,16367,1,1885,12013,5090,,,,,,,,,,86544,92
6,62428,Munich,,,0.665291,164233,78594,142,10378,54375,34443,,,,,,,,,,335708,140
10,2604777,Dover,,,0.009339,2184,1069,1,391,158,1084,,,,,,,,,,33596,25
8,1544956,Mountain View,,,0.085351,20224,10077,1,1027,7350,3468,,,,,,,,,,63864,108
10,271110,Amsterdam,,,0.166446,41306,20189,1,5082,4476,22188,,,,,,,,,,100560,152
8,295349,Fenland,,,0.068221,13480,6530,17,2283,1688,5504,,,,,,,,,,51988,64
6,180837,Cambridgeshire,,,0.952581,210768,103274,242,16190,69754,38396,,,,,,,,,,431560,225
8,295351,Huntingdonshire,,,0.154396,37597,18234,82,4899,7931,11773,,,,,,,,,,94784,102
8,2305279,Carlsbad,,,0.261013,60972,30425,1,2407,24657,6842,,,,,,,,,,139864,63
8,146656,Manchester,,,0.395006,96802,48052,2,7140,30599,21320,,,,,,,,,,207508,235
8,295352,East Cambridgeshire,,,0.086012,19619,9566,36,2383,4556,5669,,,,,,,,,,62368,85
5,10264792,Hong Kong Island,,,0.088292,21676,10647,5,1621,6555,5314,,,,,,,,,,66816,6
8,71033,Strasbourg,,,0.062536,15819,7327,16,2641,1141,8223,,,,,,,,,,55960,77
2,536780,Singapore,,,0.873143,212140,104497,13,11917,70981,46318,,,,,,,,,,431152,4
4,162069,District of Columbia,,,1.139044,267244,132694,10,4160,118037,22830,,,,,,,,,,551232,262
4,62422,Berlin,,,1.267236,277289,135449,115,15213,96373,53887,,,,,,,,,,562676,208
8,51781,City of Westminster,,,0.260336,57179,28460,2,1809,23816,5925,,,,,,,,,,132756,183
8,295353,South Cambridgeshire,,,0.342627,75961,37326,105,4663,27711,11003,,,,,,,,,,166084,178
6,1906767,Glasgow City,,,0.297321,70524,34790,1,7427,15678,24312,,,,,,,,,,156308,194
9,55734,Steglitz-Zehlendorf,,,0.315249,74559,36943,12,1829,32366,6145,,,,,,,,,,165412,102
8,118362,Leeds,,,0.670857,161213,79732,39,13715,47115,39475,,,,,,,,,,330744,132
6,51800,City of London,,,0.019929,4193,2089,2,431,1077,1173,,,,,,,,,,36696,93
8,172987,Liverpool,,,0.203965,50577,24816,1,6879,7769,21279,,,,,,,,,,118384,122
8,8450265,London Borough of Southwark,,,0.172469,42145,21031,1,2038,16062,5943,,,,,,,,,,104872,193
8,2305280,Oceanside,,,0.328514,78005,38904,1,2709,32250,8085,,,,,,,,,,172420,86
6,1920901,City of Edinburgh,,,0.200577,48146,23286,31,6138,9268,17272,,,,,,,,,,113872,57
8,111848,Chula Vista,,,0.353107,77630,38686,1,3186,30541,10174,,,,,,,,,,172400,129
9,30353,Wandsbek,,,0.626775,149385,74302,20,2582,68076,8029,,,,,,,,,,312880,113
8,295355,Cambridge,,,0.255572,62838,31355,1,1612,27868,3876,,,,,,,,,,143724,73
8,7444,Paris,,,0.228997,56622,24667,101,9071,4752,28774,,,,,,,,,,126944,324
8,51805,London Borough of Tower Hamlets,,,0.134220,32888,16367,1,1885,12013,5090,,,,,,,,,,86520,92
6,62428,Munich,,,0.674945,164233,78594,142,10378,54375,34443,,,,,,,,,,335712,140
10,2604777,Dover,,,0.009252,2184,1069,1,391,158,1084,,,,,,,,,,33392,25
8,1544956,Mountain View,,,0.078788,20224,10077,1,1027,7350,3468,,,,,,,,,,64012,108
10,271110,Amsterdam,,,0.156507,41306,20189,1,5082,4476,22188,,,,,,,,,,100688,152
8,295349,Fenland,,,0.054351,13480,6530,17,2283,1688,5504,,,,,,,,,,51968,64
6,180837,Cambridgeshire,,,0.916325,210768,103274,242,16190,69754,38396,,,,,,,,,,431444,225
8,295351,Huntingdonshire,,,0.151278,37597,18234,82,4899,7931,11773,,,,,,,,,,94940,102
8,2305279,Carlsbad,,,0.242048,60972,30425,1,2407,24657,6842,,,,,,,,,,139760,63
8,146656,Manchester,,,0.387488,96802,48052,2,7140,30599,21320,,,,,,,,,,207572,235
8,295352,East Cambridgeshire,,,0.081624,19619,9566,36,2383,4556,5669,,,,,,,,,,62504,85
5,10264792,Hong Kong Island,,,0.085339,21676,10647,5,1621,6555,5314,,,,,,,,,,66640,6
8,71033,Strasbourg,,,0.066219,15819,7327,16,2641,1141,8223,,,,,,,,,,56272,77
2,536780,Singapore,,,0.893823,212140,104497,13,11917,70981,46318,,,,,,,,,,430908,4
4,162069,District of Columbia,,,1.158644,267244,132694,10,4160,118037,22830,,,,,,,,,,551524,262
4,62422,Berlin,,,1.142832,277289,135449,115,15213,96373,53887,,,,,,,,,,562856,208
8,51781,City of Westminster,,,0.219735,57179,28460,2,1809,23816,5925,,,,,,,,,,132620,183
8,295353,South Cambridgeshire,,,0.303274,75961,37326,105,4663,27711,11003,,,,,,,,,,165836,178
6,1906767,Glasgow City,,,0.274432,70524,34790,1,7427,15678,24312,,,,,,,,,,156216,194
9,55734,Steglitz-Zehlendorf,,,0.307101,74559,36943,12,1829,32366,6145,,,,,,,,,,165536,102
8,118362,Leeds,,,0.685644,161213,79732,39,13715,47115,39475,,,,,,,,,,330748,132
6,51800,City of London,,,0.016780,4193,2089,2,431,1077,1173,,,,,,,,,,36636,93
8,172987,Liverpool,,,0.241469,50577,24816,1,6879,7769,21279,,,,,,,,,,118228,122
8,8450265,London Borough of Southwark,,,0.197305,42145,21031,1,2038,16062,5943,,,,,,,,,,104912,193
8,2305280,Oceanside,,,0.360963,78005,38904,1,2709,32250,8085,,,,,,,,,,172624,86
6,1920901,City of Edinburgh,,,0.213384,48146,23286,31,6138,9268,17272,,,,,,,,,,114020,57
8,111848,Chula Vista,,,0.339082,77630,38686,1,3186,30541,10174,,,,,,,,,,172308,129
9,30353,Wandsbek,,,0.637748,149385,74302,20,2582,68076,8029,,,,,,,,,,312636,113
8,295355,Cambridge,,,0.259339,62838,31355,1,1612,27868,3876,,,,,,,,,,143812,73
8,7444,Paris,,,0.232574,56622,24667,101,9071,4752,28774,,,,,,,,,,127152,324
8,51805,London Borough of Tower Hamlets,,,0.134048,32888,16367,1,1885,12013,5090,,,,,,,,,,86592,92
6,62428,Munich,,,0.661993,164233,78594,142,10378,54375,34443,,,,,,,,,,335816,140
10,2604777,Dover,,,0.008331,2184,1069,1,391,158,1084,,,,,,,,,,33576,25
8,1544956,Mountain View,,,0.082549,20224,10077,1,1027,7350,3468,,,,,,,,,,64308,108
10,271110,Amsterdam,,,0.166607,41306,20189,1,5082,4476,22188,,,,,,,,,,100548,152
8,295349,Fenland,,,0.051975,13480,6530,17,2283,1688,5504,,,,,,,,,,52156,64
6,180837,Cambridgeshire,,,1.021535,210768,103274,242,16190,69754,38396,,,,,,,,,,431540,225
8,295351,Huntingdonshire,,,0.160474,37597,18234,82,4899,7931,11773,,,,,,,,,,94780,102
8,2305279,Carlsbad,,,0.257439,60972,30425,1,2407,24657,6842,,,,,,,,,,139544,63
8,146656,Manchester,,,0.385442,96802,48052,2,7140,30599,21320,,,,,,,,,,207660,235
8,295352,East Cambridgeshire,,,0.082892,19619,9566,36,2383,4556,5669,,,,,,,,,,62348,85
5,10264792,Hong Kong Island,,,0.093984,21676,10647,5,1621,6555,5314,,,,,,,,,,66648,6
8,71033,Strasbourg,,,0.062331,15819,7327,16,2641,1141,8223,,,,,,,,,,56300,77
2,536780,Singapore,,,0.939211,212140,104497,13,11917,70981,46318,,,,,,,,,,430944,4
4,162069,District of Columbia,,,1.195716,267244,132694,10,4160,118037,22830,,,,,,,,,,551028,262
4,62422,Berlin,,,1.149451,277289,135449,115,15213,96373,53887,,,,,,,,,,562956,208
8,51781,City of Westminster,,,0.239797,57179,28460,2,1809,23816,5925,,,,,,,,,,132596,183
8,295353,South Cambridgeshire,,,0.320882,75961,37326,105,4663,27711,11003,,,,,,,,,,165860,178
6,1906767,Glasgow City,,,0.300249,70524,34790,1,7427,15678,24312,,,,,,,,,,156140,194
9,55734,Steglitz-Zehlendorf,,,0.307462,74559,36943,12,1829,32366,6145,,,,,,,,,,165588,102
8,118362,Leeds,,,0.669193,161213,79732,39,13715,47115,39475,,,,,,,,,,330752,132
6,51800,City of London,,,0.018306,4193,2089,2,431,1077,1173,,,,,,,,,,36788,93
8,172987,Liverpool,,,0.210324,50577,24816,1,6879,7769,21279,,,,,,,,,,118416,122
8,8450265,London Borough of Southwark,,,0.171811,42145,21031,1,2038,16062,5943,,,,,,,,,,104884,193
8,2305280,Oceanside,,,0.315973,78005,38904,1,2709,32250,8085,,,,,,,,,,172556,86
6,1920901,City of Edinburgh,,,0.189962,48146,23286,31,6138,9268,17272,,,,,,,,,,114064,57
8,111848,Chula Vista,,,0.328358,77630,38686,1,3186,30541,10174,,,,,,,,,,172208,129
9,30353,Wandsbek,,,0.623619,149385,74302,20,2582,68076,8029,,,,,,,,,,312784,113
8,295355,Cambridge,,,0.252393,62838,31355,1,1612,27868,3876,,,,,,,,,,143880,73
8,7444,Paris,,,0.252032,56622,24667,101,9071,4752,28774,,,,,,,,,,126976,324
8,51805,London Borough of Tower Hamlets,,,0.151156,32888,16367,1,1885,12013,5090,,,,,,,,,,86536,92
6,62428,Munich,,,0.729643,164233,78594,142,10378,54375,34443,,,,,,,,,,335800,140
10,2604777,Dover,,,0.008961,2184,1069,1,391,158,1084,,,,,,,,,,33540,25
8,1544956,Mountain View,,,0.087182,20224,10077,1,1027,7350,3468,,,,,,,,,,63980,108
10,271110,Amsterdam,,,0.177918,41306,20189,1,5082,4476,22188,,,,,,,,,,100640,152
8,295349,Fenland,,,0.057949,13480,6530,17,2283,1688,5504,,,,,,,,,,52144,64
6,180837,Cambridgeshire,,,0.909839,210768,103274,242,16190,69754,38396,,,,,,,,,,431568,225
8,295351,Huntingdonshire,,,0.151680,37597,18234,82,4899,7931,11773,,,,,,,,,,94764,102
8,2305279,Carlsbad,,,0.244049,60972,30425,1,2407,24657,6842,,,,,,,,,,139828,63
8,146656,Manchester,,,0.401268,96802,48052,2,7140,30599,21320,,,,,,,,,,207680,235
8,295352,East Cambridgeshire,,,0.081232,19619,9566,36,2383,4556,5669,,,,,,,,,,62472,85
5,10264792,Hong Kong Island,,,0.086598,21676,10647,5,1621,6555,5314,,,,,,,,,,66616,6
8,71033,Strasbourg,,,0.063672,15819,7327,16,2641,1141,8223,,,,,,,,,,56284,77
2,536780,Singapore,,,0.895386,212140,104497,13,11917,70981,46318,,,,,,,,,,430884,4
4,162069,District of Columbia,,,1.173030,267244,132694,10,4160,118037,22830,,,,,,,,,,551484,262
4,62422,Berlin,,,1.145135,277289,135449,115,15213,96373,53887,,,,,,,,,,562780,208
8,51781,City of Westminster,,,0.235312,57179,28460,2,1809,23816,5925,,,,,,,,,,132680,183
8,295353,South Cambridgeshire,,,0.300348,75961,37326,105,4663,27711,11003,,,,,,,,,,165856,178
6,1906767,Glasgow City,,,0.286102,70524,34790,1,7427,15678,24312,,,,,,,,,,155892,194
9,55734,Steglitz-Zehlendorf,,,0.309549,74559,36943,12,1829,32366,6145,,,,,,,,,,165556,102
8,118362,Leeds,,,0.733069,161213,79732,39,13715,47115,39475,,,,,,,,,,330904,132
6,51800,City of London,,,0.019824,4193,2089,2,431,1077,1173,,,,,,,,,,36600,93
8,172987,Liverpool,,,0.217213,50577,24816,1,6879,7769,21279,,,,,,,,,,118392,122
8,8450265,London Borough of Southwark,,,0.187798,42145,21031,1,2038,16062,5943,,,,,,,,,,104652,193
8,2305280,Oceanside,,,0.328241,78005,38904,1,2709,32250,8085,,,,,,,,,,172496,86
6,1920901,City of Edinburgh,,,0.200357,48146,23286,31,6138,9268,17272,,,,,,,,,,114192,57
8,111848,Chula Vista,,,0.329256,77630,38686,1,3186,30541,10174,,,,,,,,,,172324,129
9,30353,Wandsbek,,,0.653529,149385,74302,20,2582,68076,8029,,,,,,,,,,312524,113
8,295355,Cambridge,,,0.262925,62838,31355,1,1612,27868,3876,,,,,,,,,,143556,73
8,7444,Paris,,,0.224190,56622,24667,101,9071,4752,28774,,,,,,,,,,127040,324
8,51805,London Borough of Tower Hamlets,,,0.141292,32888,16367,1,1885,12013,5090,,,,,,,,,,86460,92
6,62428,Munich,,,0.710121,164233,78594,142,10378,54375,34443,,,,,,,,,,335772,140
10,2604777,Dover,,,0.008172,2184,1069,1,391,158,1084,,,,,,,,,,33488,25
8,1544956,Mountain View,,,0.082641,20224,10077,1,1027,7350,3468,,,,,,,,,,63904,108
10,271110,Amsterdam,,,0.162990,41306,20189,1,5082,4476,22188,,,,,,,,,,100728,152
8,295349,Fenland,,,0.054853,13480,6530,17,2283,1688,5504,,,,,,,,,,51944,64
6,180837,Cambridgeshire,,,0.951901,210768,103274,242,16190,69754,38396,,,,,,,,,,431680,225
8,295351,Huntingdonshire,,,0.150997,37597,18234,82,4899,7931,11773,,,,,,,,,,94780,102
8,2305279,Carlsbad,,,0.272338,60972,30425,1,2407,24657,6842,,,,,,,,,,139680,63
8,146656,Manchester,,,0.475156,96802,48052,2,7140,30599,21320,,,,,,,,,,207668,235
8,295352,East Cambridgeshire,,,0.090601,19619,9566,36,2383,4556,5669,,,,,,,,,,62240,85
5,10264792,Hong Kong Island,,,0.093594,21676,10647,5,1621,6555,5314,,,,,,,,,,66928,6
8,71033,Strasbourg,,,0.074525,15819,7327,16,2641,1141,8223,,,,,,,,,,56168,77
2,536780,Singapore,,,0.960108,212140,104497,13,11917,70981,46318,,,,,,,,,,431036,4
4,162069,District of Columbia,,,1.260622,267244,132694,10,4160,118037,22830,,,,,,,,,,551164,262
