admin_level,id,name,Number of open links,Bigraph built in,Bigraph loaded in,Number of nodes,Number of edges,Number of boundaries,Number of streets,Number of buildings,Number of junctions,Added agent in,leave_building,move_across_linked_streets,enter_building starting in street,enter_building_from_street,leave_street,enter_building_from_boundary,enter_building starting in boundary,enter_street,Maximum resident set size (kbytes),Number of outer names
8,8450265,London Borough of Southwark,,,0.185400,42145,21031,1,2038,16062,5943,,,,,,,,,,104924,193
8,2305280,Oceanside,,,0.320252,78005,38904,1,2709,32250,8085,,,,,,,,,,172696,86
6,1920901,City of Edinburgh,,,0.202216,48146,23286,31,6138,9268,17272,,,,,,,,,,113872,57
8,111848,Chula Vista,,,0.403977,77630,38686,1,3186,30541,10174,,,,,,,,,,172420,129
9,30353,Wandsbek,,,0.668192,149385,74302,20,2582,68076,8029,,,,,,,,,,312408,113
8,295355,Cambridge,,,0.262994,62838,31355,1,1612,27868,3876,,,,,,,,,,143768,73
8,7444,Paris,,,0.216412,56622,24667,101,9071,4752,28774,,,,,,,,,,127120,324
8,51805,London Borough of Tower Hamlets,,,0.138812,32888,16367,1,1885,12013,5090,,,,,,,,,,86488,92
6,62428,Munich,,,0.748864,164233,78594,142,10378,54375,34443,,,,,,,,,,335868,140
10,2604777,Dover,,,0.009051,2184,1069,1,391,158,1084,,,,,,,,,,33836,25
8,1544956,Mountain View,,,0.080248,20224,10077,1,1027,7350,3468,,,,,,,,,,63964,108
10,271110,Amsterdam,,,0.173751,41306,20189,1,5082,4476,22188,,,,,,,,,,100548,152
8,295349,Fenland,,,0.056306,13480,6530,17,2283,1688,5504,,,,,,,,,,52260,64
6,180837,Cambridgeshire,,,1.009135,210768,103274,242,16190,69754,38396,,,,,,,,,,431768,225
8,295351,Huntingdonshire,,,0.157553,37597,18234,82,4899,7931,11773,,,,,,,,,,94864,102
8,2305279,Carlsbad,,,0.250170,60972,30425,1,2407,24657,6842,,,,,,,,,,139632,63
8,146656,Manchester,,,0.383743,96802,48052,2,7140,30599,21320,,,,,,,,,,207792,235
8,295352,East Cambridgeshire,,,0.082913,19619,9566,36,2383,4556,5669,,,,,,,,,,62316,85
5,10264792,Hong Kong Island,,,0.093460,21676,10647,5,1621,6555,5314,,,,,,,,,,66872,6
8,71033,Strasbourg,,,0.067042,15819,7327,16,2641,1141,8223,,,,,,,,,,56240,77
2,536780,Singapore,,,0.919332,212140,104497,13,11917,70981,46318,,,,,,,,,,431068,4
4,162069,District of Columbia,,,1.238435,267244,132694,10,4160,118037,22830,,,,,,,,,,551468,262
4,62422,Berlin,,,1.484965,277289,135449,115,15213,96373,53887,,,,,,,,,,562832,208
8,51781,City of Westminster,,,0.234830,57179,28460,2,1809,23816,5925,,,,,,,,,,132924,183
8,295353,South Cambridgeshire,,,0.306313,75961,37326,105,4663,27711,11003,,,,,,,,,,165860,178
6,1906767,Glasgow City,,,0.293336,70524,34790,1,7427,15678,24312,,,,,,,,,,155936,194
9,55734,Steglitz-Zehlendorf,,,0.331408,74559,36943,12,1829,32366,6145,,,,,,,,,,165324,102
8,118362,Leeds,,,0.740088,161213,79732,39,13715,47115,39475,,,,,,,,,,330700,132
6,51800,City of London,,,0.015859,4193,2089,2,431,1077,1173,,,,,,,,,,36740,93
8,172987,Liverpool,,,0.200594,50577,24816,1,6879,7769,21279,,,,,,,,,,118280,122
8,8450265,London Borough of Southwark,,,0.163766,42145,21031,1,2038,16062,5943,,,,,,,,,,104620,193
8,2305280,Oceanside,,,0.314718,78005,38904,1,2709,32250,8085,,,,,,,,,,172756,86
6,1920901,City of Edinburgh,,,0.186886,48146,23286,31,6138,9268,17272,,,,,,,,,,113864,57
8,111848,Chula Vista,,,0.332548,77630,38686,1,3186,30541,10174,,,,,,,,,,172320,129
9,30353,Wandsbek,,,0.620105,149385,74302,20,2582,68076,8029,,,,,,,,,,312476,113
8,295355,Cambridge,,,0.274348,62838,31355,1,1612,27868,3876,,,,,,,,,,143728,73
8,7444,Paris,,,0.220836,56622,24667,101,9071,4752,28774,,,,,,,,,,127132,324
8,51805,London Borough of Tower Hamlets,,,0.133201,32888,16367,1,1885,12013,5090,,,,,,,,,,86416,92
6,62428,Munich,,,0.707639,164233,78594,142,10378,54375,34443,,,,,,,,,,335736,140
10,2604777,Dover,,,0.011452,2184,1069,1,391,158,1084,,,,,,,,,,33608,25
8,1544956,Mountain View,,,0.089364,20224,10077,1,1027,7350,3468,,,,,,,,,,64056,108
10,271110,Amsterdam,,,0.199860,41306,20189,1,5082,4476,22188,,,,,,,,,,100588,152
8,295349,Fenland,,,0.062378,13480,6530,17,2283,1688,5504,,,,,,,,,,52136,64
6,180837,Cambridgeshire,,,1.031317,210768,103274,242,16190,69754,38396,,,,,,,,,,431624,225
8,295351,Huntingdonshire,,,0.152405,37597,18234,82,4899,7931,11773,,,,,,,,,,94952,102
8,2305279,Carlsbad,,,0.273330,60972,30425,1,2407,24657,6842,,,,,,,,,,139576,63
8,146656,Manchester,,,0.419792,96802,48052,2,7140,30599,21320,,,,,,,,,,207800,235
8,295352,East Cambridgeshire,,,0.080478,19619,9566,36,2383,4556,5669,,,,,,,,,,62460,85
5,10264792,Hong Kong Island,,,0.093146,21676,10647,5,1621,6555,5314,,,,,,,,,,66664,6
8,71033,Strasbourg,,,0.072391,15819,7327,16,2641,1141,8223,,,,,,,,,,56288,77
2,536780,Singapore,,,0.974210,212140,104497,13,11917,70981,46318,,,,,,,,,,430944,4
4,162069,District of Columbia,,,1.191948,267244,132694,10,4160,118037,22830,,,,,,,,,,551288,262
4,62422,Berlin,,,1.129024,277289,135449,115,15213,96373,53887,,,,,,,,,,563028,208
8,51781,City of Westminster,,,0.230028,57179,28460,2,1809,23816,5925,,,,,,,,,,132660,183
8,295353,South Cambridgeshire,,,0.295707,75961,37326,105,4663,27711,11003,,,,,,,,,,166024,178
6,1906767,Glasgow City,,,0.275640,70524,34790,1,7427,15678,24312,,,,,,,,,,156188,194
9,55734,Steglitz-Zehlendorf,,,0.293060,74559,36943,12,1829,32366,6145,,,,,,,,,,165240,102
8,118362,Leeds,,,0.745620,161213,79732,39,13715,47115,39475,,,,,,,,,,330716,132
6,51800,City of London,,,0.016307,4193,2089,2,431,1077,1173,,,,,,,,,,36672,93
8,172987,Liverpool,,,0.229570,50577,24816,1,6879,7769,21279,,,,,,,,,,118176,122
8,8450265,London Borough of Southwark,,,0.187238,42145,21031,1,2038,16062,5943,,,,,,,,,,104952,193
8,2305280,Oceanside,,,0.331260,78005,38904,1,2709,32250,8085,,,,,,,,,,172572,86
6,1920901,City of Edinburgh,,,0.228268,48146,23286,31,6138,9268,17272,,,,,,,,,,113840,57
8,111848,Chula Vista,,,0.310445,77630,38686,1,3186,30541,10174,,,,,,,,,,172548,129
9,30353,Wandsbek,,,0.684317,149385,74302,20,2582,68076,8029,,,,,,,,,,312644,113
8,295355,Cambridge,,,0.274546,62838,31355,1,1612,27868,3876,,,,,,,,,,143724,73
8,7444,Paris,,,0.246495,56622,24667,101,9071,4752,28774,,,,,,,,,,127064,324
8,51805,London Borough of Tower Hamlets,,,0.135058,32888,16367,1,1885,12013,5090,,,,,,,,,,86708,92
6,62428,Munich,,,0.701978,164233,78594,142,10378,54375,34443,,,,,,,,,,335892,140
10,2604777,Dover,,,0.009006,2184,1069,1,391,158,1084,,,,,,,,,,33384,25
8,1544956,Mountain View,,,0.083982,20224,10077,1,1027,7350,3468,,,,,,,,,,64220,108
10,271110,Amsterdam,,,0.181308,41306,20189,1,5082,4476,22188,,,,,,,,,,100420,152
8,295349,Fenland,,,0.053854,13480,6530,17,2283,1688,5504,,,,,,,,,,51944,64
6,180837,Cambridgeshire,,,0.912782,210768,103274,242,16190,69754,38396,,,,,,,,,,431572,225
8,295351,Huntingdonshire,,,0.171068,37597,18234,82,4899,7931,11773,,,,,,,,,,94824,102
8,2305279,Carlsbad,,,0.324115,60972,30425,1,2407,24657,6842,,,,,,,,,,139756,63
8,146656,Manchester,,,0.495306,96802,48052,2,7140,30599,21320,,,,,,,,,,207752,235
8,295352,East Cambridgeshire,,,0.104015,19619,9566,36,2383,4556,5669,,,,,,,,,,62620,85
5,10264792,Hong Kong Island,,,0.101071,21676,10647,5,1621,6555,5314,,,,,,,,,,66624,6
8,71033,Strasbourg,,,0.073465,15819,7327,16,2641,1141,8223,,,,,,,,,,56112,77
2,536780,Singapore,,,0.938833,212140,104497,13,11917,70981,46318,,,,,,,,,,431156,4
4,162069,District of Columbia,,,1.262044,267244,132694,10,4160,118037,22830,,,,,,,,,,551292,262
4,62422,Berlin,,,1.232365,277289,135449,115,15213,96373,53887,,,,,,,,,,562900,208
8,51781,City of Westminster,,,0.265854,57179,28460,2,1809,23816,5925,,,,,,,,,,132688,183
8,295353,South Cambridgeshire,,,0.289708,75961,37326,105,4663,27711,11003,,,,,,,,,,166024,178
6,1906767,Glasgow City,,,0.286691,70524,34790,1,7427,15678,24312,,,,,,,,,,156296,194
9,55734,Steglitz-Zehlendorf,,,0.333777,74559,36943,12,1829,32366,6145,,,,,,,,,,165328,102
8,118362,Leeds,,,0.721617,161213,79732,39,13715,47115,39475,,,,,,,,,,330836,132
6,51800,City of London,,,0.020151,4193,2089,2,431,1077,1173,,,,,,,,,,36636,93
8,172987,Liverpool,,,0.207666,50577,24816,1,6879,7769,21279,,,,,,,,,,118412,122
8,8450265,London Borough of Southwark,,,0.169747,42145,21031,1,2038,16062,5943,,,,,,,,,,104888,193
8,2305280,Oceanside,,,0.340298,78005,38904,1,2709,32250,8085,,,,,,,,,,172592,86
6,1920901,City of Edinburgh,,,0.200390,48146,23286,31,6138,9268,17272,,,,,,,,,,113808,57
8,111848,Chula Vista,,,0.326435,77630,38686,1,3186,30541,10174,,,,,,,,,,172336,129
9,30353,Wandsbek,,,0.658751,149385,74302,20,2582,68076,8029,,,,,,,,,,312640,113
8,295355,Cambridge,,,0.271697,62838,31355,1,1612,27868,3876,,,,,,,,,,143584,73
8,7444,Paris,,,0.237303,56622,24667,101,9071,4752,28774,,,,,,,,,,127024,324
8,51805,London Borough of Tower Hamlets,,,0.147340,32888,16367,1,1885,12013,5090,,,,,,,,,,86640,92
6,62428,Munich,,,0.727789,164233,78594,142,10378,54375,34443,,,,,,,,,,335716,140
10,2604777,Dover,,,0.008572,2184,1069,1,391,158,1084,,,,,,,,,,33376,25
8,1544956,Mountain View,,,0.078595,20224,10077,1,1027,7350,3468,,,,,,,,,,64040,108
10,271110,Amsterdam,,,0.171432,41306,20189,1,5082,4476,22188,,,,,,,,,,100376,152
8,295349,Fenland,,,0.052708,13480,6530,17,2283,1688,5504,,,,,,,,,,52184,64
6,180837,Cambridgeshire,,,0.990217,210768,103274,242,16190,69754,38396,,,,,,,,,,431516,225
8,295351,Huntingdonshire,,,0.160500,37597,18234,82,4899,7931,11773,,,,,,,,,,95012,102
8,2305279,Carlsbad,,,0.252642,60972,30425,1,2407,24657,6842,,,,,,,,,,139684,63
8,146656,Manchester,,,0.396823,96802,48052,2,7140,30599,21320,,,,,,,,,,207860,235
8,295352,East Cambridgeshire,,,0.083340,19619,9566,36,2383,4556,5669,,,,,,,,,,62488,85
5,10264792,Hong Kong Island,,,0.094103,21676,10647,5,1621,6555,5314,,,,,,,,,,66612,6
8,71033,Strasbourg,,,0.071277,15819,7327,16,2641,1141,8223,,,,,,,,,,56184,77
2,536780,Singapore,,,0.984074,212140,104497,13,11917,70981,46318,,,,,,,,,,430960,4
4,162069,District of Columbia,,,1.257386,267244,132694,10,4160,118037,22830,,,,,,,,,,551224,262
4,62422,Berlin,,,1.253969,277289,135449,115,15213,96373,53887,,,,,,,,,,562800,208
8,51781,City of Westminster,,,0.255986,57179,28460,2,1809,23816,5925,,,,,,,,,,132664,183
8,295353,South Cambridgeshire,,,0.343091,75961,37326,105,4663,27711,11003,,,,,,,,,,165732,178
6,1906767,Glasgow City,,,0.306156,70524,34790,1,7427,15678,24312,,,,,,,,,,156048,194
9,55734,Steglitz-Zehlendorf,,,0.324487,74559,36943,12,1829,32366,6145,,,,,,,,,,165720,102
8,118362,Leeds,,,0.739332,161213,79732,39,13715,47115,39475,,,,,,,,,,330676,132
6,51800,City of London,,,0.017804,4193,2089,2,431,1077,1173,,,,,,,,,,36540,93
8,172987,Liverpool,,,0.219409,50577,24816,1,6879,7769,21279,,,,,,,,,,118096,122
8,8450265,London Borough of Southwark,,,0.178040,42145,21031,1,2038,16062,5943,,,,,,,,,,104600,193
8,2305280,Oceanside,,,0.330849,78005,38904,1,2709,32250,8085,,,,,,,,,,172516,86
6,1920901,City of Edinburgh,,,0.211606,48146,23286,31,6138,9268,17272,,,,,,,,,,113852,57
8,111848,Chula Vista,,,0.311762,77630,38686,1,3186,30541,10174,,,,,,,,,,172252,129
9,30353,Wandsbek,,,0.630154,149385,74302,20,2582,68076,8029,,,,,,,,,,312576,113
8,295355,Cambridge,,,0.255679,62838,31355,1,1612,27868,3876,,,,,,,,,,143800,73
8,7444,Paris,,,0.228157,56622,24667,101,9071,4752,28774,,,,,,,,,,127164,324
8,51805,London Borough of Tower Hamlets,,,0.144314,32888,16367,1,1885,12013,5090,,,,,,,,,,86636,92
6,62428,Munich,,,0.704358,164233,78594,142,10378,54375,34443,,,,,,,,,,335684,140
10,2604777,Dover,,,0.009416,2184,1069,1,391,158,1084,,,,,,,,,,33732,25
8,1544956,Mountain View,,,0.090386,20224,10077,1,1027,7350,3468,,,,,,,,,,64112,108
10,271110,Amsterdam,,,0.170252,41306,20189,1,5082,4476,22188,,,,,,,,,,100392,152
8,295349,Fenland,,,0.053188,13480,6530,17,2283,1688,5504,,,,,,,,,,52244,64
6,180837,Cambridgeshire,,,0.942016,210768,103274,242,16190,69754,38396,,,,,,,,,,431544,225
8,295351,Huntingdonshire,,,0.160765,37597,18234,82,4899,7931,11773,,,,,,,,,,95028,102
8,2305279,Carlsbad,,,0.287177,60972,30425,1,2407,24657,6842,,,,,,,,,,139620,63
8,146656,Manchester,,,0.401979,96802,48052,2,7140,30599,21320,,,,,,,,,,207708,235
8,295352,East Cambridgeshire,,,0.079292,19619,9566,36,2383,4556,5669,,,,,,,,,,62456,85
5,10264792,Hong Kong Island,,,0.085602,21676,10647,5,1621,6555,5314,,,,,,,,,,66548,6
8,71033,Strasbourg,,,0.069407,15819,7327,16,2641,1141,8223,,,,,,,,,,55980,77
2,536780,Singapore,,,0.894641,212140,104497,13,11917,70981,46318,,,,,,,,,,430940,4
4,162069,District of Columbia,,,1.156137,267244,132694,10,4160,118037,22830,,,,,,,,,,551116,262
4,62422,Berlin,,,1.186162,277289,135449,115,15213,96373,53887,,,,,,,,,,562868,208
8,51781,City of Westminster,,,0.232360,57179,28460,2,1809,23816,5925,,,,,,,,,,132636,183
8,295353,South Cambridgeshire,,,0.380320,75961,37326,105,4663,27711,11003,,,,,,,,,,165908,178
6,1906767,Glasgow City,,,0.292065,70524,34790,1,7427,15678,24312,,,,,,,,,,156028,194
9,55734,Steglitz-Zehlendorf,,,0.308146,74559,36943,12,1829,32366,6145,,,,,,,,,,165276,102
8,118362,Leeds,,,0.699890,161213,79732,39,13715,47115,39475,,,,,,,,,,330780,132
6,51800,City of London,,,0.035724,4193,2089,2,431,1077,1173,,,,,,,,,,36728,93
8,172987,Liverpool,,,0.221822,50577,24816,1,6879,7769,21279,,,,,,,,,,118392,122
8,8450265,London Borough of Southwark,,,0.169842,42145,21031,1,2038,16062,5943,,,,,,,,,,104668,193
8,2305280,Oceanside,,,0.358310,78005,38904,1,2709,32250,8085,,,,,,,,,,172636,86
6,1920901,City of Edinburgh,,,0.205103,48146,23286,31,6138,9268,17272,,,,,,,,,,114076,57
8,111848,Chula Vista,,,0.315657,77630,38686,1,3186,30541,10174,,,,,,,,,,172336,129
9,30353,Wandsbek,,,0.653063,149385,74302,20,2582,68076,8029,,,,,,,,,,312672,113
8,295355,Cambridge,,,0.283650,62838,31355,1,1612,27868,3876,,,,,,,,,,144096,73
8,7444,Paris,,,0.263100,56622,24667,101,9071,4752,28774,,,,,,,,,,127208,324
8,51805,London Borough of Tower Hamlets,,,0.149950,32888,16367,1,1885,12013,5090,,,,,,,,,,86556,92
6,62428,Munich,,,0.736597,164233,78594,142,10378,54375,34443,,,,,,,,,,335680,140
10,2604777,Dover,,,0.008740,2184,1069,1,391,158,1084,,,,,,,,,,33632,25
8,1544956,Mountain View,,,0.083696,20224,10077,1,1027,7350,3468,,,,,,,,,,64208,108
10,271110,Amsterdam,,,0.162974,41306,20189,1,5082,4476,22188,,,,,,,,,,100344,152
8,295349,Fenland,,,0.049623,13480,6530,17,2283,1688,5504,,,,,,,,,,52308,64
6,180837,Cambridgeshire,,,0.988627,210768,103274,242,16190,69754,38396,,,,,,,,,,431580,225
8,295351,Huntingdonshire,,,0.150105,37597,18234,82,4899,7931,11773,,,,,,,,,,95024,102
8,2305279,Carlsbad,,,0.267713,60972,30425,1,2407,24657,6842,,,,,,,,,,139620,63
8,146656,Manchester,,,0.434578,96802,48052,2,7140,30599,21320,,,,,,,,,,207816,235
8,295352,East Cambridgeshire,,,0.078406,19619,9566,36,2383,4556,5669,,,,,,,,,,62484,85
5,10264792,Hong Kong Island,,,0.086889,21676,10647,5,1621,6555,5314,,,,,,,,,,66632,6
8,71033,Strasbourg,,,0.059930,15819,7327,16,2641,1141,8223,,,,,,,,,,56024,77
2,536780,Singapore,,,1.032067,212140,104497,13,11917,70981,46318,,,,,,,,,,431100,4
4,162069,District of Columbia,,,1.235627,267244,132694,10,4160,118037,22830,,,,,,,,,,551204,262
4,62422,Berlin,,,1.268120,277289,135449,115,15213,96373,53887,,,,,,,,,,562784,208
8,51781,City of Westminster,,,0.244605,57179,28460,2,1809,23816,5925,,,,,,,,,,132508,183
8,295353,South Cambridgeshire,,,0.323622,75961,37326,105,4663,27711,11003,,,,,,,,,,165756,178
6,1906767,Glasgow City,,,0.328240,70524,34790,1,7427,15678,24312,,,,,,,,,,155920,194
9,55734,Steglitz-Zehlendorf,,,0.327089,74559,36943,12,1829,32366,6145,,,,,,,,,,165440,102
8,118362,Leeds,,,0.679164,161213,79732,39,13715,47115,39475,,,,,,,,,,330644,132
6,51800,City of London,,,0.020340,4193,2089,2,431,1077,1173,,,,,,,,,,36700,93
8,172987,Liverpool,,,0.205507,50577,24816,1,6879,7769,21279,,,,,,,,,,118532,122
8,8450265,London Borough of Southwark,,,0.170562,42145,21031,1,2038,16062,5943,,,,,,,,,,104680,193
8,2305280,Oceanside,,,0.302629,78005,38904,1,2709,32250,8085,,,,,,,,,,172372,86
6,1920901,City of Edinburgh,,,0.188560,48146,23286,31,6138,9268,17272,,,,,,,,,,113788,57
8,111848,Chula Vista,,,0.304583,77630,38686,1,3186,30541,10174,,,,,,,,,,172268,129
9,30353,Wandsbek,,,0.611920,149385,74302,20,2582,68076,8029,,,,,,,,,,312616,113
8,295355,Cambridge,,,0.252678,62838,31355,1,1612,27868,3876,,,,,,,,,,143832,73
8,7444,Paris,,,0.216746,56622,24667,101,9071,4752,28774,,,,,,,,,,127028,324
8,51805,London Borough of Tower Hamlets,,,0.128002,32888,16367,1,1885,12013,5090,,,,,,,,,,86272,92
6,62428,Munich,,,0.644932,164233,78594,142,10378,54375,34443,,,,,,,,,,335784,140
10,2604777,Dover,,,0.009289,2184,1069,1,391,158,1084,,,,,,,,,,33676,25
8,1544956,Mountain View,,,0.076334,20224,10077,1,1027,7350,3468,,,,,,,,,,63876,108
10,271110,Amsterdam,,,0.170428,41306,20189,1,5082,4476,22188,,,,,,,,,,100488,152
8,295349,Fenland,,,0.050596,13480,6530,17,2283,1688,5504,,,,,,,,,,52048,64
6,180837,Cambridgeshire,,,0.905997,210768,103274,242,16190,69754,38396,,,,,,,,,,431652,225
8,295351,Huntingdonshire,,,0.143741,37597,18234,82,4899,7931,11773,,,,,,,,,,94704,102
8,2305279,Carlsbad,,,0.233401,60972,30425,1,2407,24657,6842,,,,,,,,,,139568,63
8,146656,Manchester,,,0.380562,96802,48052,2,7140,30599,21320,,,,,,,,,,207640,235
8,295352,East Cambridgeshire,,,0.075612,19619,9566,36,2383,4556,5669,,,,,,,,,,62324,85
5,10264792,Hong Kong Island,,,0.082562,21676,10647,5,1621,6555,5314,,,,,,,,,,66588,6
8,71033,Strasbourg,,,0.060724,15819,7327,16,2641,1141,8223,,,,,,,,,,55992,77
2,536780,Singapore,,,0.881235,212140,104497,13,11917,70981,46318,,,,,,,,,,430816,4
4,162069,District of Columbia,,,1.124075,267244,132694,10,4160,118037,22830,,,,,,,,,,551308,262
4,62422,Berlin,,,1.119752,277289,135449,115,15213,96373,53887,,,,,,,,,,562652,208
8,51781,City of Westminster,,,0.218292,57179,28460,2,1809,23816,5925,,,,,,,,,,132608,183
8,295353,South Cambridgeshire,,,0.294577,75961,37326,105,4663,27711,11003,,,,,,,,,,165860,178
6,1906767,Glasgow City,,,0.280189,70524,34790,1,7427,15678,24312,,,,,,,,,,155952,194
9,55734,Steglitz-Zehlendorf,,,0.287988,74559,36943,12,1829,32366,6145,,,,,,,,,,165504,102
8,118362,Leeds,,,0.631424,161213,79732,39,13715,47115,39475,,,,,,,,,,330740,132
6,51800,City of London,,,0.018076,4193,2089,2,431,1077,1173,,,,,,,,,,36680,93
8,172987,Liverpool,,,0.193063,50577,24816,1,6879,7769,21279,,,,,,,,,,118464,122
8,8450265,London Borough of Southwark,,,0.168155,42145,21031,1,2038,16062,5943,,,,,,,,,,104728,193
8,2305280,Oceanside,,,0.304449,78005,38904,1,2709,32250,8085,,,,,,,,,,172496,86
6,1920901,City of Edinburgh,,,0.199960,48146,23286,31,6138,9268,17272,,,,,,,,,,113980,57
8,111848,Chula Vista,,,0.299199,77630,38686,1,3186,30541,10174,,,,,,,,,,172504,129
9,30353,Wandsbek,,,0.609989,149385,74302,20,2582,68076,8029,,,,,,,,,,312560,113
8,295355,Cambridge,,,0.241658,62838,31355,1,1612,27868,3876,,,,,,,,,,143748,73
8,7444,Paris,,,0.214600,56622,24667,101,9071,4752,28774,,,,,,,,,,127044,324
8,51805,London Borough of Tower Hamlets,,,0.129886,32888,16367,1,1885,12013,5090,,,,,,,,,,86596,92
6,62428,Munich,,,0.659220,164233,78594,142,10378,54375,34443,,,,,,,,,,335712,140
10,2604777,Dover,,,0.009785,2184,1069,1,391,158,1084,,,,,,,,,,33568,25
8,1544956,Mountain View,,,0.076824,20224,10077,1,1027,7350,3468,,,,,,,,,,64248,108
10,271110,Amsterdam,,,0.161296,41306,20189,1,5082,4476,22188,,,,,,,,,,100424,152
8,295349,Fenland,,,0.052779,13480,6530,17,2283,1688,5504,,,,,,,,,,52060,64
6,180837,Cambridgeshire,,,0.871919,210768,103274,242,16190,69754,38396,,,,,,,,,,431592,225
8,295351,Huntingdonshire,,,0.148364,37597,18234,82,4899,7931,11773,,,,,,,,,,94960,102
8,2305279,Carlsbad,,,0.232007,60972,30425,1,2407,24657,6842,,,,,,,,,,139508,63
8,146656,Manchester,,,0.383489,96802,48052,2,7140,30599,21320,,,,,,,,,,207896,235
8,295352,East Cambridgeshire,,,0.078355,19619,9566,36,2383,4556,5669,,,,,,,,,,62520,85
5,10264792,Hong Kong Island,,,0.091509,21676,10647,5,1621,6555,5314,,,,,,,,,,66596,6
8,71033,Strasbourg,,,0.061736,15819,7327,16,2641,1141,8223,,,,,,,,,,56284,77
2,536780,Singapore,,,0.857748,212140,104497,13,11917,70981,46318,,,,,,,,,,430932,4
4,162069,District of Columbia,,,1.270023,267244,132694,10,4160,118037,22830,,,,,,,,,,551120,262
4,62422,Berlin,,,1.149180,277289,135449,115,15213,96373,53887,,,,,,,,,,562724,208
8,51781,City of Westminster,,,0.231984,57179,28460,2,1809,23816,5925,,,,,,,,,,132560,183
8,295353,South Cambridgeshire,,,0.320279,75961,37326,105,4663,27711,11003,,,,,,,,,,166008,178
6,1906767,Glasgow City,,,0.287330,70524,34790,1,7427,15678,24312,,,,,,,,,,155924,194
9,55734,Steglitz-Zehlendorf,,,0.313718,74559,36943,12,1829,32366,6145,,,,,,,,,,165420,102
8,118362,Leeds,,,0.684440,161213,79732,39,13715,47115,39475,,,,,,,,,,330760,132
6,51800,City of London,,,0.017625,4193,2089,2,431,1077,1173,,,,,,,,,,36720,93
8,172987,Liverpool,,,0.210207,50577,24816,1,6879,7769,21279,,,,,,,,,,118440,122
8,8450265,London Borough of Southwark,,,0.176964,42145,21031,1,2038,16062,5943,,,,,,,,,,104664,193
8,2305280,Oceanside,,,0.326896,78005,38904,1,2709,32250,8085,,,,,,,,,,172512,86
6,1920901,City of Edinburgh,,,0.202921,48146,23286,31,6138,9268,17272,,,,,,,,,,113824,57
8,111848,Chula Vista,,,0.346397,77630,38686,1,3186,30541,10174,,,,,,,,,,172224,129
9,30353,Wandsbek,,,0.660920,149385,74302,20,2582,68076,8029,,,,,,,,,,312736,113
8,295355,Cambridge,,,0.261820,62838,31355,1,1612,27868,3876,,,,,,,,,,143572,73
8,7444,Paris,,,0.238977,56622,24667,101,9071,4752,28774,,,,,,,,,,126880,324
8,51805,London Borough of Tower Hamlets,,,0.134316,32888,16367,1,1885,12013,5090,,,,,,,,,,86452,92
6,62428,Munich,,,0.697052,164233,78594,142,10378,54375,34443,,,,,,,,,,335784,140
10,2604777,Dover,,,0.009204,2184,1069,1,391,158,1084,,,,,,,,,,33664,25
8,1544956,Mountain View,,,0.079720,20224,10077,1,1027,7350,3468,,,,,,,,,,64196,108
10,271110,Amsterdam,,,0.165240,41306,20189,1,5082,4476,22188,,,,,,,,,,100316,152
8,295349,Fenland,,,0.050544,13480,6530,17,2283,1688,5504,,,,,,,,,,52020,64
6,180837,Cambridgeshire,,,0.891589,210768,103274,242,16190,69754,38396,,,,,,,,,,431596,225
8,295351,Huntingdonshire,,,0.152368,37597,18234,82,4899,7931,11773,,,,,,,,,,94972,102
8,2305279,Carlsbad,,,0.238885,60972,30425,1,2407,24657,6842,,,,,,,,,,139708,63
8,146656,Manchester,,,0.381130,96802,48052,2,7140,30599,21320,,,,,,,,,,207664,235
8,295352,East Cambridgeshire,,,0.075265,19619,9566,36,2383,4556,5669,,,,,,,,,,62328,85
5,10264792,Hong Kong Island,,,0.084578,21676,10647,5,1621,6555,5314,,,,,,,,,,66788,6
8,71033,Strasbourg,,,0.064286,15819,7327,16,2641,1141,8223,,,,,,,,,,56024,77
2,536780,Singapore,,,0.868608,212140,104497,13,11917,70981,46318,,,,,,,,,,430924,4
4,162069,District of Columbia,,,1.133418,267244,132694,10,4160,118037,22830,,,,,,,,,,551300,262
4,62422,Berlin,,,1.147471,277289,135449,115,15213,96373,53887,,,,,,,,,,562872,208
8,51781,City of Westminster,,,0.216971,57179,28460,2,1809,23816,5925,,,,,,,,,,132572,183
8,295353,South Cambridgeshire,,,0.292349,75961,37326,105,4663,27711,11003,,,,,,,,,,165984,178
6,1906767,Glasgow City,,,0.272179,70524,34790,1,7427,15678,24312,,,,,,,,,,156080,194
9,55734,Steglitz-Zehlendorf,,,0.285930,74559,36943,12,1829,32366,6145,,,,,,,,,,165404,102
8,118362,Leeds,,,0.685646,161213,79732,39,13715,47115,39475,,,,,,,,,,330500,132
6,51800,City of London,,,0.017394,4193,2089,2,431,1077,1173,,,,,,,,,,36564,93
8,172987,Liverpool,,,0.214946,50577,24816,1,6879,7769,21279,,,,,,,,,,118220,122
8,8450265,London Borough of Southwark,,,0.176229,42145,21031,1,2038,16062,5943,,,,,,,,,,104732,193
8,2305280,Oceanside,,,0.298505,78005,38904,1,2709,32250,8085,,,,,,,,,,172468,86
6,1920901,City of Edinburgh,,,0.187163,48146,23286,31,6138,9268,17272,,,,,,,,,,113780,57
8,111848,Chula Vista,,,0.309868,77630,38686,1,3186,30541,10174,,,,,,,,,,172356,129
